nama_makanan,air,energi,protein,lemak,karbo,serat,abu,kalsium,fosfor,besi,natrium,kalium,tembaga,seng,retinol,b_kar,kar_total,thiamin,riboflavin,niasin,vit_c,bdd,kategori,jenis_bahan,id_resep,bahan_bahan,langkah
"Chikiniku, masakan",65.4,143,9.8,1.4,22.8,0.4,0.6,301,63,2.0,531,,,,27,,1280,0.73,,,0,100,"daging, unggas",olahan,,"Hasil: 10 porsi
500 gr Ayam (10 potong)
1 bh Cabai Merah Besar
1 bh Bawang Bombay
1 bks Saori® Saus Teriyaki
1 sdt Kecap Manis
50 ml Air
2 sdm minyak goreng","1. Potong bawang bombay, cabai merah besar, sisihkan.
2. Panaskan minyak goreng, masukkan ayam, aduk hingga kecoklatan.
3. Tambahkan cabai merah besar dan bawang bombay, aduk rata.
4. Masukkan air, SAORI® Saus Teriyaki dan kecap manis aduk rata, masak hingga matang. Angkat, sajikan."
"Coto mangkasara,
kuda, masakan",83.5,96,6.8,5.9,3.8,,0.9,11,106,2.3,96,31.0,0.10,1.0,,,,0.23,0.14,4.20,,100,"daging, unggas",olahan,,,
"Coto mangkasara,
sapi, masakan",85.9,84,6.0,6.0,1.4,,0.7,8,104,4.0,90,25.0,0.30,0.6,,,,0.16,0.14,"10.3
0",,100,"daging, unggas",olahan,168,,
"Djibokum, masakan",43.4,248,10.0,2.3,40.9,0.1,3.4,116,110,2.8,401,,,,52,,1920,0.75,,,0,100,"daging, unggas",olahan,,"Hasil: 6 Porsi
Daging sapi - 500 gram
Kacang, sangrai lalu haluskan - 200 gram
Air cucian beras - 1 liter
Garam - 1 sdm
Kaldu bubuk - 1 sdt
Air, untuk merebus daging - secukupnya
Minyak, untuk menumis - secukupnya
BUMBU HALUS:
Bawang putih - 10 siung
Bawang merah - 15 siung
Serai, ambil putihnya - 3 batang
Lengkuas - 1 cm
Kemiri - 3 butir
Ketumbar - 1/2 sdm
Merica - 1 sdt
Jintan - 1/2 sdt
PELENGKAP:
Daun bawang - secukupnya
Daun seledri - secukupnya
Bawang goreng - secukupnya
Jeruk nipis - secukupnya
Sambal tauco - secukupnya
Buras atau ketupat - secukupnya
","1. Dalam panci, rebus daging dengan air hingga empuk. Angkat daging, lalu potong jadi bentuk kotak/dadu, dan sisihkan. Ambil sebagian air sisa rebusan daging.
2. Dalam panci, didihkan air rebusan daging bersama air beras.
3. Sementara itu, panaskan minyak dan tumis bumbu halus hingga harum. Masukkan kacang tanah yang sudah dihaluskan, lalu aduk rata.
4. Angkat tumisan dan masukkan dalam rebusan air kuah. Aduk rata dan biarkan hingga mendidih.
5. Bumbui dengan garam dan penyedap rasa. Aduk rata lalu koreksi rasanya. Matikan api.
6. Penyajian: Dalam mangkok, tata potongan daging. Beri daun bawang, daun seledri, dan bawang goreng. Siram dengan kuah coto.
7. Siap disajikan dengan buras, jeruk nipis, dan sambal tauco."
"Empal (daging)
Goreng, masakan",43.9,248,36.2,6.9,10.1,,2.0,131,235,6.4,848,,,,112,,620,0.55,,,0,100,"daging, unggas",olahan,169,,
Gulai kambing,78.4,126,4.2,9.4,6.2,,1.8,45,73,1.3,302,138.0,0.20,1.1,151,,,0.13,0.01,,,100,"daging, unggas",olahan,170,"Hasil: 3 orang
1/4 kg daging sapi
secukupnya Minyak goreng
Bumbu halus :
2 siung bawang putih
secukupnya Ketumbar
2 keping gula merah kecil (sesuai selera)
secukupnya Asam jawa
secukupnya Garam
secukupnya Air","1. Cuci bersih daging sapi yang akan dimasak, lalu rebus hingga 1,5 - 2 jam, tunggu hingga empuk. Setelah dirasa sudah empuk, tiriskan lalu potong kotak kotak, lalu penyet dengan ulekan, agar menjadi tipis.
2. Haluskan bumbu sampai halus, bisa dengan di ulek atau di blender ya. Kalau saya, saya ulek saja. Lalu beri sedikit air, sebagai bahan rendaman daging.
3. Lalu masukkan daging ke dalam rendaman bumbu halus, aduk aduk dan bolak balik daging, agar bumbu meresap ke dalam serat serat dalam daging.
4. Tunggu hingga setengah jam atau satu jam agar bumbu meresap ke dalam daging. Sisihkan daging yang sudah dibumbui dan masukkan ke dalam kulkas. Semakin lama proses marinasi, semakin terasa bumbu nya.
5. Panaskan minyak goreng, goreng daging hingga warna kecoklatan. Tunggu hingga matang. Angkat dan tiriskan. Selamat mencoba, semoga bermanfaat ^^"
"Jangang bintatoeng,
masakan",73.6,107,5.3,2.2,16.5,,2.4,64,61,2.5,482,406.0,0.20,0.8,,,,0.18,0.02,3.40,,100,"daging, unggas",olahan,,"Hasil: 8 Porsi
Iga kambing - 500 gram
Daging kambing - 250 gram
Jeroan kambing (usus, babat, paru, jantung, hati) - 250 gram
Santan kental, dari 1 kelapa - 500 ml
Santan encer, dari 1 kelapa - 1 liter
Cabai rawit merah - 5 buah
Kayu manis - 5 cm
Cengkeh - 3 butir
Bunga lawang / pekak - 1 butir
Serai, memarkan - 3 batang
Lengkuas, memarkan - 3 cm
Daun jeruk - 6 lembar
Daun salam - 2 lembar
Garam - 2 sdt
Gula - 1 sdm
BUMBU HALUS:
Bawang merah - 15 buah
Bawang putih - 8 siung
Kemiri, sangrai - 8 butir
Kunyit, bakar - 2 cm
Kapulaga - 3 butir
Ketumbar halus - 2 sdt
Jinten halus - 1/4 sdt
Jahe - 3 cm
","1. Potong-potong daging dan jeroan kambing. Sisihkan.
2. Dalam panci, rebus santan encer.
3. Masukkan tulang iga, daging dan jeroan kambing. Aduk rata.
4. Tambahkan kayu manis, bunga lawang, cengkeh, serai, daun salam, daun jeruk dan lengkuas. Aduk rata dan masak hingga daging empuk.
5. Sementara itu, tumis bumbu halus hingga harum dan matang. Masukkan tumisan  ke dalam panci rebusan daging. Bumbui dengan gula dan garam. Aduk rata.
6. Tambahkan santan kental dan cabai rawit. Didihkan dengan api kecil. Masak hingga sebagian kuah menyusut dan bumbu meresap ke daging. Koreksi rasanya. Angkat.
7. Siap disajikan."
"Kalio ayam, masakan",64.7,203,16.0,13.5,4.4,,1.4,278,177,4.2,534,,,,105,,3780,0.35,,,0,100,"daging, unggas",olahan,171,,
"Kalio jeroan, masakan",68.9,163,16.5,9.0,4.1,,1.5,102,268,7.1,570,,,,298,,1960,0.70,,,0,100,"daging, unggas",olahan,172,"Hasil: 6 porsi
6 ptg Ayam
3 sdm Kelapa Parut Sangrai
1 btg Serai
1 ruas Lengkuas
3 bh Cabai Merah
2 siung Bawang Merah
1 siung Bawang Putih
1 sdm Bumbu Kari
½ sdm Gula Merah
1 sdt AJI-NO-MOTO®
1/2 sdm Garam
500 ml Santan Encer
4 sdm Minyak Goreng","1. Buat bumbu halus: masukkan bawang merah, bawang putih, cabai merah, bumbu kari, dan kelapa parut sangrai, haluskan, sisihkan.
2. Panaskan minyak goreng, masukkan bumbu halus, tumis hingga harum.
3. Masukkan ayam, lengkuas dan serai, aduk rata. Tambahkan santan encer, AJI-NO-MOTO® dan garam, masak hingga mendidih dan air menyusut, angkat dan sajikan."
"Kalio kikil (tunjang),
masakan",75.3,122,13.8,5.7,3.9,,1.3,154,59,3.4,519,,,,36,,1440,0.38,,,0,100,"daging, unggas",olahan,173,"Hasil: 2 - 3 porsi
1/2 kg Paru Sapi
1/2 kg santan kental
2 lbr daun salam
10 lembar daun jeruk, iris tipis2
1 lb daun kunyit
secukupnya Minyak goreng
secukupnya Air
secukupnya Garam & kaldu bubuk
Bumbu halus :
8 siung bawang merah
6 siung bawang putih
5 bh cabe merah keriting
2 bh kemiri
1 bh Lengkuas (gpp banyak biar enak)
2 ruas jahe
2 ruas kunyit
1,5 sdm ketumbar bubuk
1 sdt pala bubuk
2 bh serai (1 digeprek, 1 di iris untuk dihaluskan)
2 btr cengkeh
2 keping bunga lawang","1. Rebus paru selama 15 menit, kemudian potong2 sesuai selera
2. Tumis bumbu yang telah dihaluskan, daun jeruk, daun kunyit, serai dengan sedikit minyak sampai harum. Tambahkan sedikit air.
3. Kemudian masukkan paru yang telah direbus, tambahkan air secukupnya. Ungkep sampai air menyusut.
4. Setelah air menyusut, matikan api.
5. Panaskan santan di tempat yg berbeda tambahkan sedikit air, aduk2 terus jangan sampai pacah santan (org minang said) sampai mendidih dan agak keluar minyak
6. Kemudian masukan santan td ketempat daging yg di ungkep. Tambahkan garam dan kaldu bubuk
7. Aduk2 terus sampai tabik minyak (keluar minyak) dan santan menyusut. Tes rasa.
8. Stelah santan menyusut matikan api. Kalio paru siap untuk disantap dengan nasi ditambah tumis toge, timun, & kerupuk.. "
"Kalio otak, masakan",70.3,157,8.1,8.8,11.4,,1.4,212,69,3.3,604,,,,32,,1040,0.45,,,0,100,"daging, unggas",olahan,,"Hasil: 4 porsi
500 gr kikil yg tebel / cingur di presto sebentar
1 sacset santan kara
Bumbu halus :
8 siung bawang merah
6 siung bawang putih
12 cabe merah besar
5 buah cabe rawit
5 buah kemiri
1 ruas jahe
1 ruas kunyit
1 sdt ketubar
1/4 sdt lada bubuk
Sejumput/ sedikit jinten
1/4 biji pala
Bumbu cemplung :
2 batang sere
2 daun jeruk
3 daun salam
1 ruas lengkuas geprek
2 butir kapulaga
1 buah asam kandis
2 biji cengkeh
1 sdt garam
1/4 sdt kaldu bubuk
1/2 sdt gula","1. Blender bumbu sampai halus
2. Presto sebentar kikilnya
3. Lalu tumis bumbu halusnya,sampai bau harum dan Tanak,lalu masukkan bumbu cemplung nya,aduk2 rata,lalu masukkan kikil yg SDH di prsto,tambah air dan santan aduk2 rata,lalu masukkan,garam,gula,kaldu bubuk,tunggu sampai mendidih dan air menyusut lalu tes rasa
3. Dan Kalio kikil padang siap di hidangkan,dgn nasi hangat dan jgn lupa taburi bawang merah goreng"
"Lawar babi, masakan",68.8,174,17.0,10.0,3.0,0.0,1.2,61,141,3.0,,,,0.0,,0,,0.10,,0.00,,100,"daging, unggas",olahan,174,,
"Lawar penyu, masakan",66.3,141,23.0,1.5,7.6,0.0,1.6,69,141,6.0,,,,0.0,,0,,0.10,,0.00,,100,"daging, unggas",olahan,,"Hasil: 10 porsi
1/2 kg kulit babi, iris
1/2 kg daging babi,cincang kasar
1 buah bungkil
3 sdm darah babi
Stengah kelapa (agak tua parut)
1/4 kelapa bakar cincang kasar (seukuran telapak tangan)
1 buah jeruk limau
Bumbu halus/Cincang Kasar
9 siung Bawang merah
5 siung bawang putih
2 ruas kencur
2 ruas lengkuas
1 jmpol jahe
1 ruas kunyit
3 butir kemiri
1 sdm ketumbar biji (tumbuk)
1 sdt lada hitam (tumbuk halus)
1 bungkus wangen
3 iris pala
4 butir cengkeh
1/2 jinten
3 buah cabai rawit
Bahan Tambahan :
Bawang Merah iris, tumis
Bawang Putih iris, tumis
Cabai rawait iris, tumis
1 bungkus terasi, bakar
Sesuai selera Garam
VCO / Minyak goreng","1. Siapkan Bahan Tambahan. Tumis hingga harum bawang merah.. Bawang putih..cabai..kmudian tiriskan, bakar terasi.
2. Rebus kulit dan daging babi 30 menit, angkat
kemudian cincang kasar.
3. Iris tipis bungkil,dan cincang kelapa bakar..kemudian cincang campurkan.
4. ketumbar,lada hitam (ditumbuk halus) Kemudian campurkan ke seluruh (Bumbu Halus) dicincang kasar bersamaan.
°Kemudian campurkan bumbu halus dengan bungkil dan kelapa cincang tadi 🔝
Aduk rata, kukus 20 menit.
5. Siapkan kelapa parut kemudian campur rata dengan darah. Sisihkan
6. Cara meracik lawar/bahasa bali (mengadon) :
7. Siapkan wadah besar, Campurkan :
-daging+kulit,
-bungkil yg sudah dikukus,
-Kelapa parut (yang sudah dicampurkan dngan darah)
-bumbu tambahan (bawang merah, bawang putih,cabai yg sudah digoreng+terasi+sdikit minyak)
-Garam, sejumput pitsin,
Aduk Rata sambil diremasremas.. Sajikan"
"Lawara jangang,
masakan",72.4,159,5.0,10.9,10.1,,1.6,57,107,1.5,400,2368.0,0.10,1.0,14,,,0.25,0.16,,,100,"daging, unggas",olahan,175,,
"Naan maran sapi,
masakan",14.8,478,38.3,33.9,5.1,,7.9,30,390,11.8,220,320.0,0.60,3.9,33,,,,,0.20,,100,"daging, unggas",olahan,,"1 ekor ayam kampung
sesuai selera cuka lokal
1 ikat kemangi,
ssesuai selera cabe mentah
1 butir kelapa setengah tua disangrai
5 butir bawang merah
1 butir pala","1. Ayam dibakar trus di sewir2 sisihkan dagingnya saja
2. Buat di wadah lain cuka,garam,gula pasir 1 sdm, bawang merah+pala di sangrai lalu tumbuk
3. Campur sampai larut semua kemudian masukkan kemangi,cabe,kedalam kelapa yg sudah disangrai
4. Campur rata dgn ayam + kelapa yg sudah diracik tadi"
"Nasu likku, masakan",59.0,196,14.5,8.3,15.9,,2.3,69,157,1.0,386,470.0,0.30,2.0,,,,0.20,0.24,1.50,,100,"daging, unggas",olahan,176,,
"Oramu ninahu ndawa
olaho, masakan",74.9,117,13.7,5.0,4.3,,0.1,964,804,2.0,,727.0,0.30,1.5,4095,,,0.77,0.04,1.70,,100,"daging, unggas",olahan,,"Hasil: 2 porsi
1/2 kg daging ayam (pot. Sesuai selerah)
1/2 butir kelapa parut
80 ml santan kelapa
4 ruas lengkuas (parut)
2 ruas jahe
2 ruas kunyit
2 Daun salam
1 btg sereh
4 siung bawang putih
5 siung bawang merah
1 butir Kemiri
3 biji cabe rawit
Ketumbar
Lada
Garam dan masako","1. Rebus ayam sampai empuk, angkat. Sisihkan
2. Sangrai kelapa lalu tumbuk sebentar saja
3. Ulek halus kemiri, ketumbar, lada, bawang merah, jahe, bawang putih, kunyit, cabe rawit jika sudah halus tambahkan parutan lengkuas uleg lagi hingga lemgkuas tercampur rata dengan bumbu halus
4. Tumis bumbu sampai harum lalu masukkan sereh yang sudah digeprek, daun salam aduk2 lalu turunkan santan beri garam dan masako koreksi rasa
5. Turunkan ayam dan kelapa sangrai aduk2 sampai airnya menyusut
6. Sajikan dengan burasa atau nasi putih"
"Paniki masak santan,
masakan",25.4,460,28.5,35.2,7.2,,3.7,188,357,5.5,2002,532.0,0.40,2.5,954,,,0.27,0.19,,,100,"daging, unggas",olahan,177,,
"Pelolah manuk,
masakan",60.0,219,19.7,13.6,4.4,,2.3,33,160,1.6,577,,,,137,,1940,0.42,,,0,100,"daging, unggas",olahan,178,"Hasil: 4 porsi
Bahan:
1 ekor ayam atau 800 gr daging ayam bertulang
300 santan kental (ganti air panas jika tak suka santan)
4 helai daun jeruk purut
2 serai, ambil bagian yang putih, geprak
1 sdm asam, larutkan dengan air secukupnya atau ganti dengan 1 jeruk nipis
1.5 sdt gula pasir atau sesuai selera (jika suka)
1.5 sdt garam
Bumbu Halus:
10 buah/100 gr cabai merah, buang bijinya
5 buah cabai rawit atau lebih (jika suka pedas)
8 butir/80 gr bawang merah
4 siung/12 gr bawang putih
5 butir kemiri
2 cm/10 gr jahe
2 cm/6 gr kunyit atau ganti dengan 1 sdt kunyit bubuk
1 sdt terasi (optional)","1. Potong2 ayam sesuai selera, cuci bersih dan tiriskan.
2. Lumuri ayam larutan asam atau jeruk nipis. Diamkan atau simpan dalam kulkas selama 20 menit.
3. Cincang kasar bahan bumbu kemudian haluskan bahan bumbu halus dengan cobek atau blender. Tambahkan sedikit minyak dlm blender jika perlu.
4. Tumis bumbu halus, serai dan daun jeruk purut dalam wajan cekung yang agak besar hingga bumbu benar2 matang dan berbau harum. (kurang lebih 5 menit)
5. Masukkan ayam, aduk-aduk dan masak sampai ayam berubah warna.
6. Masukkan santan atau air panas, masak di atas api besar sampai mendidih dan ayam hampir matang.
7. Kecilkan api dan masak terus di atas api sedang hingga ayam lunak dan kuah mengental. Aduk sekali-kali.
8. Aduk terus menerus pada saat santan mulai mengering dan berubah menjadi minyak supaya ayam tidak gosong.
9. Cicipi, tambahkan garam atau gula jika perlu.
10. Pindahkan ayam ke dalam pirex tahan panas beserta sausnya.
11. Untuk Ayam Panggang Paniki: Panggang ayam dengan suhu 180°C selama kurang lebih 25 menit sampai ayam berwarna kecoklatan.
12. Untuk Ayam Bakar Paniki: Bakar ayam di atas bara api hingga ayam berwarna kecoklatan."
"Rawon, masakan",86.0,60,5.4,2.5,4.0,,2.1,272,153,3.3,,,,,10,,1235,0.09,,,0,100,"daging, unggas",olahan,179,"Hasil: 4 porsi
Bahan:
1 ekor potong 6 atau 800 gr dada dan paha ayam, potong 6 bagian
100 ml santan kental atau air (pilih sesuai selera)
2 cm lengkuas, memarkan
1 jeruk nipis, ambil airnya (untuk melumuri ayam)
3 buah jeruk limau atau 1 buah jeruk nipis ukuran sedang, ambil airnya untuk bumbu
minyak goreng untuk menumis bumbu
Bumbu Halus:
10 buah/100 gr cabai merah atau cabe keriting
10-15 buah cabai rawit merah (bagi yang suka pedas, silahkan tambah kalau mau uji nyali ;-)
8 butir/80 gr bawang merah
4 siung/12 gr bawang putih
4 butir kemiri
1 sdt terasi
1 sdm/15 gr gula merah atau sesuai selera
1,5 sdt garam atau sesuai selera","1. Potong2 ayam sesuai selera, cuci bersih, tiriskan.
2. Ulek 1 sdt garam bersama 2 siung bawang putih, campur dengan air dari 1 buah jeruk nipis kemudian lumurkan bumbu ke potongan ayam. Biarkan ayam selama 15 menit supaya bumbu meresap.
3. Sementara menunggu ayam, siapkan bumbu, haluskan bahan bumbu halus dengan cobek atau blender. Sisihkan.
4. (Jika perlu tambahkan sedikit minyak dlm blender untuk mempermudah proses penghancuran).
5.  Panaskan wajan pembakar bergerigi atau wajan tebal, olesi sedikit minyak, bakar ayam sampai semua sisinya hampir matang. Test dengan cara tusuk daging ayam dengan garpu, jika masih mengeluarkan darah berarti belum matang.
6. (Panggang ayam di atas bara api sesuai resep asli jika situasi dan kondisi memungkinkan).
7. Angkat ayam dari api, pukul2 dengan ulekan atau alat pemukul daging hingga memar tapi tidak hancur. (Hal ini perlu supaya ayam nantinya bisa matang sempurna karena ayam kampung kadang alot)
8. Tumis bumbu halus dan lengkuas hingga bumbu benar2 matang dan berbau harum. Bumbu benar2 matang jika warnanya merah gelap dan tekturnya bergumpal.
9. Tambahkan santan atau air, aduk dan masak hingga bumbu mendidih dan mengental.
10. Kecilkan api ke panas sedang, masukkan ayam, aduk-aduk dan masak hingga ayam benar2 lunak dan menyatu dengan bumbu.
11. Cicipi, jika perlu tambahkan garam dan gula sesuai selera.
12. Terakhir tambahkan air jeruk limo atau jeruk nipis. Aduk rata dan sajikan panas bersama Pelecing Kangkung
Tips Penting:
Kunci kenikmatan pada Pelalah Manuk terletak pada rasa yang pedas dan terasi berkualitas baik. Pakai terasi udang kualitas bagus atau terasi Bali jika ada."
"Rendang sapi,
masakan",57.9,193,22.6,7.9,7.8,0.0,3.8,474,211,14.9,,,,,21,,534,0.12,,0.00,,100,"daging, unggas",olahan,180,"Hasil: 4 porsi
200 gr Daging Sapi Rebus
1 bks Masako® Rasa Sapi 11 gr
3 bh Daun Jeruk
1 btg Serai
2 bh  Daging Keluwak
3 siung Bawang Merah
2 siung Bawang Putih
1 ruas Kunyit
1 ruas Jahe
1 sdt Ketumbar Sangrai
2 sdm Minyak Goreng
700 ml Air  
 
Bahan Pelengkap: Taoge Pendek, Sambal dan Telur Asin","1. Bumbu halus: masukkan keluwak, bawang merah, bawang putih, kunyit, jahe, ketumbar, haluskan.
2. Panaskan minyak goreng, masukan bumbu halus daun jeruk, sereh, masak hingga harum tambahkan daging sapi, aduk rata.
3. Masukkan air dan Masako® Rasa Sapi, aduk rata, masak hingga daging matang dan empuk.
4. Angkat, sajikan bersama bahan pelengkap."
"RW, anjing, masakan",60.8,198,24.6,10.7,0.9,,3.0,1071,876,4.0,1604,226.0,0.10,2.8,256,,,0.35,0.20,,,100,"daging, unggas",olahan,,"Hasil: 4 porsi
Bumbu Halus:
12 bh Cabai merah keriting
1 ruas Jahe
1 ruas Lengkuas
1 ruas Kunyit
5 siung Bawang putih
8 siung Bawang merah
1 sdm Ketumbar
1 sdt Adas manis
½ sdt Pala bubuk
Bahan-bahan
400 gr Daging sapi sengkel, potong sesuai selera
700 ml Santan dari 1 bh kelapa
¼ buah Kelapa parut yang telah disangrai dan dihaluskan
1 sachet Masako® Rasa Sapi 9 gr
1 btg Sereh, geprek
3 lbr Daun jeruk
100 ml Minyak goreng","1. Blender bumbu halus, sisihkan.
2. Panaskan minyak goreng, masukkan bumbu halus, sereh, daun jeruk, tumis hingga matang dan wangi.
3. Masukkan daging sapi dan santan, aduk rata, masak dengan api kecil hingga daging empuk. Tambahkan kelapa sangrai, masak hingga mulai mengental.
4. Masukkan Masako® Rasa Sapi, aduk rata, dan masak hingga matang."
"Sate, penyu, masakan",57.4,179,22.5,3.5,13.3,0.0,3.3,187,238,14.4,,,,0.0,,0,,0.10,,0.00,,100,"daging, unggas",olahan,,,
"Sate pusut, masakan",52.1,274,12.9,18.6,13.6,,2.8,63,190,2.7,609,,,,133,0,,0.06,,0.00,,100,"daging, unggas",olahan,181,,
"Penyu, serapah,
masakan",71.3,174,13.1,12.2,2.2,0.0,1.2,72,186,9.5,,507.0,0.80,2.4,1302,,,,,,,100,"daging, unggas",olahan,,"Hasil: 10 porsi
600 g daging sapi has dalam cincang
5 sdm minyak goreng
8 lembar daun jeruk, iris halus
1 sdt air jeruk nipis
100 ml santan kental
20 tusuk sate
daun pisang untuk membungkus

Bumbu Halus:
10 butir bawang merah
6 siung bawang putih
8 buah cabai merah
5 buah cabai rawit
2 cm kunyit
½ sdt ketumbar sangrai
1 sdt terasi matang
1 sdt garam
½ sdt gula pasir
Pelengkap:
timun iris
Acar cabai rawit","1. Panaskan minyak goreng dalam wajan, tumis bumbu halus dan daun jeruk hingga harum, angkat.
2. Campur bumbu tumis bersama air jeruk nipis dan santan, aduk hingga rata. Lalu, aduk bersama daging hingga rata, diamkan selama 20 menit.
3. Ambil 2 sdm daging, lilitkan pada sebuah tusuk sate. Tekan sedikit, lalu bungkus dengan daun pisang. Lakukan hingga adonan habis.
4. Panaskan pemanggang di atas api, taruh sate di atasnya, panggang hingga matang dan harum, angkat.
5. Buka pembungkus sate, taruh di atas piring saji, hidangkan selagi panas bersama pelengkap."
"Sie reuboh, masakan",32.4,474,11.2,42.5,11.7,,2.2,26,62,1.3,677,176.0,2.40,3.2,141,9,,0.46,0.26,,,100,"daging, unggas",olahan,183,,
"Sop buntut, masakan",86.1,71,7.5,3.6,2.2,,0.6,286,38,3.2,490,,,,119,,2900,0.14,,,0,100,"daging, unggas",olahan,184,"Hasil: 10 potong
400 gr daging (seadanya di rumah)
2 buah cabe merah keriting
1 sdt cuka biasa/ air jeruk nipis
Sedikit air
Secukupnya garam
Secukupnya Kaldu jamur (tambahan dari saya)
Bumbu halus
1 sdt ketumbar (sangrai)
1 sdt cabe bubuk (aku skip)
15 cabe rawit (setan)
5 butir bawang merah
1-2 siung bawang putih
Seruas jahe, kunyit dan lengkuas",Campur semua bahan dan bumbu halus dalam panci (saya pakai panci presto). Masak dengan api kecil selama 45 menit-1 jam.
"Sop daging sapi,
masakan",87.5,49,5.8,0.5,5.3,,0.9,158,48,2.2,391,,,,101,,3320,0.37,,,0,100,"daging, unggas",olahan,185,"Hasil: 2 porsi
300 gr Buntut Rebus
50 gr Wortel
1 bh Kentang Kupas
2 btg Daun Bawang
1 btg Seledri
1 bh Kayu Manis
3 bh Cengkeh
2 bh Kapulaga
1 bks Sajiku® Bumbu Sayur Sop
3 sdm Minyak Goreng
600 ml Air

Bahan pelengkap :
Irisan jeruk , sambal dan bawang goreng","1. Iris daun bawang, dan seledri, potong-potong kentang dan wortel, sisihkan.
2. Panaskan minyak goreng, masukan daun bawang dan buntut rebus, aduk rata.
3. Tambahkan air, cengkeh, kayu manis, kapulaga, seledri, wortel, dan kentang , masak hingga setengah matang.
4. Masukkan Sajiku® Bumbu Sayur Sop, masak hingga matang dan daging empuk. Angkat dan sajikan bersama bahan pelengkap."
"Sop kaki sapi,
masakan",84.5,68,9.0,1.9,3.7,,0.9,302,15,2.2,435,,,,48,,150,0.46,,,0,100,"daging, unggas",olahan,186,"Hasil: 4 porsi
150 gr Sengkel Sapi Rebus
80 gr Wortel
50 gr Kentang
25 gr Buncis
1 btg Seledri
1 bks Sajiku® Bumbu Sayur Sop
2 sdm Minyak Goreng
600 ml Air","1. Potong kentang dan wortel bentuk dadu, potong buncis, sisihkan.
2. Panaskan minyak goreng, masukkan sengkel sapi rebus, wortel, kentang, dan buncis, masak hingga setengah matang.
3. Tambahkan air dan masukkan 1 bks Sajiku® Bumbu Sayur Sop, masak hingga matang."
"Sop kambing,
masakan",91.6,34,5.5,0.8,1.1,,1.0,145,37,1.6,348,,,,48,,80,0.57,,,0,100,"daging, unggas",olahan,187,"Hasil: 6 porsi
1 kg kaki sapi
air
jahe
4 bawang putih geprek
garam
merica
royko ayam
daun bawang
seledri
bawang putih goreng
bawang merah goreng
cabe rawit","1. Cuci bersih kaki sapi, langsung presto.
-air setengah dari tinggi presto (saya pake presto maxim 4 ltr)
-jahe geprek sepanjang jempol tangan
-4 bawang putih geprek
-2 sdt garam
-presto selama 45 menit
2. Matikan api, tunggu presto dingin baru boleh dibuka.
3. Tambahkan 2 liter air, 2 batang seledri ikat. didihkan kembali selama 15 menit.
4. Tambahkan royko, garam, merica sesuai selera, cek rasa. kalo yang suka pake micin boleh, enggak juga gapapa. matikan api
5. Saat akan disajikan beri daun bawang iris, bawang putih goreng, bawang merah goreng, seledri iris, cabe rawit.
6. Note : pake royko ayam karena kalo pake royko sapi air menjadi keruh hitam."
"Sop konro, masakan",85.0,71,7.4,2.6,4.5,,0.5,17,60,4.6,184,25.0,0.30,1.3,,,,0.12,0.02,"10.9
0",0,100,"daging, unggas",olahan,188,"Hasil: 4 porsi
350 gr Daging kambing
1 bh Kentang
1 bh Wortel
1 bh Bawang bombay
2 btg Daun bawang
1 btg Seledri
3 bh Cengkeh
1 btg Kayu manis
1,5 l Air
1 bks Masako® Rasa Sapi 11 gr

Bahan pelengkap :
Bawang goreng
Irisan jeruk nipis
Sambal.","1. Potong potong wortel, bawang bombay, daun bawang, seledri, kentang, dan daging kambing.
2. Rebus daging kambing hingga empuk.
3. Masukkan kentang, wortel, bawang bombay, daun bawang, seledri, cengkeh, dan kayu manis.
4. Tambahkan Masako® Rasa Sapi, masak hingga matang, angkat, dan sajikan."
"Sop saudara, masakan",82.4,89,7.2,5.0,3.9,,1.5,10,174,9.0,274,50.0,0.20,1.1,,,,0.09,0.12,2.00,0,100,"daging, unggas",olahan,189,"Hasil: 4-5 org
500 gr iga sapi(me 1kg)
1 liter air
1,5 sdt garam
1 sdt kaldu jamur
1 sdt gula pasir(me 50 gr gula merah)
100 gr kelapa goreng yg sdh dihaluskan(tambhan sy) liat resep (lihat resep)
Bumbu cemplung :
3 lembar daun salam
5 butir cengkeh
1 batang kayu manis
2 butir kapulaga
1 ruas lengkuas keprek
1 batang serai keprek
1 ruas jahe
10 mata asam+100 ml air hangat di remas saring
Bumbu halus :
7 buah bawang merah
5 siung bawang putih
2 butir kemiri
1 ruas kunyit
1 ruas jahe
1 batang serai ambil bag putih nya
1 sdt pala bubuk
1/2 sdt jinten bubuk
1/2 sdt merica bubuk
3 butir kluwak
Pelengkap:
Sambel rawit, bawang merah goreng jeruk nipis daun bawang","1. Rebus iga sapi dgn metode 5.30.7 menit lalu 5 menit pertama merebus di air mendidih matikan api tutup dan biarkan selama 30 menit kemudian rebus lg selama 7 menit(me sdh punya iga rebus frozen)
2. Ganti airnya masak kembali iga hingga mendidih masukan air asam jawa dan semua bumbu cemplung
3. Tumis bumbu halus hingga wangi dan tanak kemudian masukan bumbu kedalam panci rebusan iga beri garam gula merah kaldu jamur dan kelapa goreng cek rasa masak hingga mendidih dan bumbu meresap
4. Angkat dan sajikan sup konro dgn taburan bawang merah goreng dan irisan daun bawang serta sambel yummy selamat mencoba"
