,nama_makanan,air,energi,protein,lemak,karbo,serat,abu,kalsium,fosfor,besi,natrium,kalium,tembaga,seng,retinol,b_kar,kar_total,thiamin,riboflavin,niasin,vit_c,bdd,kategori,jenis_bahan,id_resep,bahan_bahan,langkah,bahan_stemmed
843,"soto bandung,
masakan",89.9,42,3.9,1.7,2.8,0.4,1.8,74,75,1.8,0,0,0,0,6,20,0,0,0,0.00,0,100,"daging, unggas",olahan,190,"hasil: 4 porsi
250 gr daging
1 butir telur

bumbu halus:
8 siung bawang merah
6 siung bawang putih
1 ruas jahe
2 ruas lengkuas
3 btg sereh
2 sdm ketumbar bubuk
1 sdm merica bubuk
1/2 sdt jinten halus
1/4 pala
1/2 ruas kunyit
1 biji cabe merah besar
3 biji kemiri sangrai dan dihaluskan

bumbu tambahan saat menumis:
1 helai daun salam
1 helai daun jeruk
1 ruas kayu manis
1 btg sereh geprek
1 ruas lengkuas geprek

bahan pelengkap:
soun
perkedel kentang
paru goreng
daun bawang
bawang goreng
jeruk nipis
kecap
sambel
ketupat","1. rebus daging sampai empuk, kira2 1 jam. potong2 sesuai selera
2. panaskan minyak, lalu masukkan bumbu tambahan, kemudian masukkan bumbu halus, tumis sampai wangi. sisihkan
3. rebus air dalam panci utk membuat kuah sop, bisa ditambah dgn air cucian beras yg ke3. setelah mendidih, masukkan bumbu yg telah ditumis, masak sampai kuah mendidih lalu tambahkan kocokan telur, garam dan gula sesuai selera, aduk2 sampai merata lalu matikan kompor.
4. tata soun, paru, daging, daun bawang, bawang goreng, perkedel di dalam mangkok lalu tuangkan kuah sop.
5. bisa dinikmati dgn nasi ataupun ketupat. selamat menunaikan 🤗","['hasil', 'porsi', 'gr', 'daging', 'butir', 'telur', 'bumbu', 'halus', 'siung', 'bawang', 'merah', 'siung', 'bawang', 'putih', 'ruas', 'jahe', 'ruas', 'lengkuas', 'btg', 'sereh', 'sdm', 'ketumbar', 'bubuk', 'sdm', 'merica', 'bubuk', 'sdt', 'jinten', 'halus', 'pala', 'ruas', 'kunyit', 'biji', 'cabe', 'merah', 'biji', 'kemiri', 'sangrai', 'halus', 'bumbu', 'tambah', 'tum', 'helai', 'daun', 'helai', 'daun', 'jeruk', 'ruas', 'kayu', 'manis', 'btg', 'sereh', 'geprek', 'ruas', 'lengkuas', 'geprek', 'bahan', 'lengkap', 'soun', 'perkedel', 'kentang', 'paru', 'goreng', 'daun', 'bawang', 'bawang', 'goreng', 'jeruk', 'nipis', 'kecap', 'sambel', 'ketupat']"
844,"soto banjar, masakan",83.7,110,2.9,9.5,3.2,0,0.7,28,28,0.3,36,6.0,0.00,0.2,12,0,770,0.05,0,0,0,100,"daging, unggas",olahan,191,"hasil: 2-3 porsi
350 gram daging sapi, saya pakai daging sop
1 buah lobak
1-2 batang daun bawang
2-3 tangkai seledri
bumbu:
1 sdt merica
3 siung bawang putih
5 siung bawang merah
1 batang serai, dipotong dua dan geprek
1 ruas lengkuas digeprek
1 ruas kecil jahe digeprek
1 sdt merica butiran
1 sdt garam halus
1/2 sdt kaldu jamur
1-2 sdm campuran kecap asin + kecap manis
bahan taburan :
secukupnya bawang goreng
1-2 sdm kedelai goreng
1 buah jeruk limo diperaskan","1. siapkan bahan
2. rebus daging sampai empuk di panci kecil, airnya separuh panci. jika setelah empuk airnya tinggal sedikit boleh ditambah lagi sedikit.
3. sementara menunggu daging empuk, kita kupas lobak, iris tipis. beri garam. remas-remas sampai lobak lemas. agak peras. lalu rebus sampai mendidih dan buang airnya
4. haluskan merica dengan bawang merah, bawang putih. serai, lengkuas, jahe digeprek, cuci bersih daun salam. daun bawang dan seledri dirisi. tumis bumbu halus dengan sedikit minyak sampai harum. masukkan daun salam, serai, jahe, lengkuas, lanjut sampai makin harum
5. masukkan bumbu ke dalam rebusan daging yang sudah empuk. biarkan bumbu resap sekitar 10-15 menit. wow aromanya harum banget.
6. masukkan lobak rebus. beri garam, kaldu bubuk dan kecap. koreksi rasa
7. masukkan irisan daun bawang dan daun seledri
8. jadi deh. tinggal disajikan di mangkuk. peraskan jeruk limo, taburi bawang goreng dan kacang kedelai goreng. sedap dan segar. mau pedas, kasih sambal rawit. selamat mencoba","['hasil', 'porsi', 'gram', 'daging', 'sapi', 'pakai', 'daging', 'sop', 'buah', 'lobak', 'batang', 'daun', 'bawang', 'tangkai', 'seledri', 'bumbu', 'sdt', 'merica', 'siung', 'bawang', 'putih', 'siung', 'bawang', 'merah', 'batang', 'serai', 'potong', 'geprek', 'ruas', 'lengkuas', 'digeprek', 'ruas', 'jahe', 'digeprek', 'sdt', 'merica', 'butir', 'sdt', 'garam', 'halus', 'sdt', 'kaldu', 'jamur', 'sdm', 'campur', 'kecap', 'asin', 'kecap', 'manis', 'bahan', 'tabur', 'bawang', 'goreng', 'sdm', 'kedelai', 'goreng', 'buah', 'jeruk', 'limo', 'peras']"
845,"soto betawi, masakan",75.9,135,2.5,8.8,11.5,0.5,1.3,222,72,1.9,0,0,0,0,6,0,336,0.04,0,0.00,0,100,"daging, unggas",olahan,192,"hasil: 4 porsi
1 bh dada ayam utuh (400 gr)
8 siung bawang merah
4 siung bawang putih
2 lbr daun salam
2 btg serai
1 btg seledri
3 btr kapulaga
4 btr cengkeh
½ btr pala
1 sdt aji-no-moto®
1 sdm garam
3 sdm minyak goreng
800 ml air

bahan pelengkap:
telur rebus, soun, perkedel, bawang goreng,jeruk nipis dan sambal.","1. buat bumbu halus: masukkan bawang merah dan bawang putih, haluskan.
2. panaskan minyak, tumis bumbu halus, tambahkan serai, daun salam, cengkeh, pala dan kapulaga, aduk rata.
3. tambahkan air, seledri, ayam, aji-no-moto® dan garam , masak hingga mendidih dan ayam matang, angkat ayam dan suwir-suwir.
4. masukan kembali suwiran ayam ke dalam kuah soto, masak hingga mendidih, angkat lalu sajikan bersama bahan pelengkap.","['hasil', 'porsi', 'bh', 'dada', 'ayam', 'utuh', 'gr', 'siung', 'bawang', 'merah', 'siung', 'bawang', 'putih', 'lbr', 'daun', 'btg', 'serai', 'btg', 'seledri', 'btr', 'kapulaga', 'btr', 'cengkeh', 'btr', 'pala', 'sdt', 'ajinomoto', 'sdm', 'garam', 'sdm', 'minyak', 'goreng', 'ml', 'air', 'bahan', 'lengkap', 'telur', 'rebus', 'soun', 'perkedel', 'bawang', 'gorengjeruk', 'nipis', 'sambal']"
846,"soto jeroan, masakan",81.4,92,11.8,4.3,1.4,0,1.1,218,48,1.9,363,0,0,0,85,0,440,0.36,0,0,0,100,"daging, unggas",olahan,193,"hasil: 4 porsi
400 gr daging jeroan sapi rebus
2 ruas kunyit
5 bh kemiri
1 btg serai
1 cm jahe
2 cm lengkuas
5 siung bawang merah
3 siung bawang putih
5 lbr daun jeruk purut
1 bks masako® rasa sapi 11 gr
1 ltr santan encer
5 sdm minyak goreng

pelengkap:
kentang goreng potong dadu
tomat
emping
acar
sambal","1. keprek lengkuas dan serai, sisihkan.
2. buat bumbu halus: haluskan kemiri, bawang merah, bawang putih, jahe, dan kunyit.
3. panaskan minyak goreng, masukkan bumbu halus, serai, lengkuas, dan daun jeruk purut. masak hingga harum.
4. masukkan santan encer, daging dan jeroan sapi rebus, tambahkan 1 bks masako® rasa sapi (11 gr), aduk rata masak hingga matang.","['hasil', 'porsi', 'gr', 'daging', 'jeroan', 'sapi', 'rebus', 'ruas', 'kunyit', 'bh', 'kemiri', 'btg', 'serai', 'jahe', 'lengkuas', 'siung', 'bawang', 'merah', 'siung', 'bawang', 'putih', 'lbr', 'daun', 'jeruk', 'purut', 'bks', 'masako', 'sapi', 'gr', 'ltr', 'santan', 'encer', 'sdm', 'minyak', 'goreng', 'lengkap', 'kentang', 'goreng', 'potong', 'dadu', 'tomat', 'emping', 'acar', 'sambal']"
847,"soto kudus, masakan",91.6,38,2.6,2.3,1.8,0.2,1.7,237,67,1.7,0,0,0,0,23,0,128,0.06,0,0.50,0,100,"daging, unggas",olahan,194,"hasil: 4 porsi
1/4 kg usus sapi
1/4 kg paru
1/2 kg daging sapi
bumbu nya :
12 siung bawang merah
6 siung bawang putih
1 ruas kunyit
1 ruas lengkuas
1 ruas jahe
2 batang sereh
1 sdt ketumbar
5 butir kemiri goreng dl
1 sdt merica bubuk
bumbu cemplung :
2 lembar daun salam
2 lembar daun jeruk
3 batang daun prey potong2
2 batang daun seledri potong2","1. rebus dl jeron sampai empuk buang airnya lalu potong2 sesuai selera
2. bumbu smua blender lalu tumis sampai bau harum,lalu masukkan serai,daun salam dan jeruk,siapkan jg dan prey dan seledri sisihkan dl
3. siapkan air mendidih plus kaldu dari dagingnya masukkan smua bumbu2 nya dan masukkan daging dan jeroan yang sdh di potong2,masukkan garam,gula,kaldu bubuk aduk rata terakhir masukkan daun prey lalu tes rasa baru taburi bawang goreng dan bawang merah goreng
4. dan soto jeroan sapi siap di sajikan dgn nasi hangat,sambal kecap,dan potongan daun seledri lalu taburi bawang goreng hmmm mantap👍","['hasil', 'porsi', 'kg', 'usus', 'sapi', 'kg', 'paru', 'kg', 'daging', 'sapi', 'bumbu', 'siung', 'bawang', 'merah', 'siung', 'bawang', 'putih', 'ruas', 'kunyit', 'ruas', 'lengkuas', 'ruas', 'jahe', 'batang', 'sereh', 'sdt', 'ketumbar', 'butir', 'kemiri', 'goreng', 'dl', 'sdt', 'merica', 'bubuk', 'bumbu', 'cemplung', 'lembar', 'daun', 'lembar', 'daun', 'jeruk', 'batang', 'daun', 'prey', 'potong', 'batang', 'daun', 'seledri', 'potong']"
848,"soto madura,
masakan",89.8,60,3.5,4.5,1.3,0.0,0.9,361,126,3.8,0,0,0,0,26,0,121,0.06,0,0.00,0,100,"daging, unggas",olahan,195,"hasil: 4 porsi
daging sapi - 500 gram
serai, memarkan - 2 batang
jahe, memarkan - 2 cm
lengkuas - 3 cm
daun salam - 2 lembar
daun jeruk - 4 lembar
garam - 1,5 sdm
gula pasir - 1 sdt
minyak, untuk menumis - 3 sdm
air, untuk merebus - 2 liter
bumbu halus:
bawang putih - 4 siung
bawang merah - 6 butir
kemiri, sangrai - 2 butir
kunyit, bakar - 2 cm
merica - 1/2 sdt
ketumbar - 1 sdt
jinten - 1/4 sdt
pelengkap:
soun, seduh lalu tiriskan - secukupnya
tauge, seduh lalu tiriskan - secukupnya
seledri, iris tipis - secukupnya
daun bawang, iris tipis - secukupnya
tomat, iris - secukupnya
bawang goreng - secukupnya
jeruk nipis - secukupnya
sambal rawit rebus - secukupnya
kecap - secukupnya
","1. rebus daging menggunakan panci presto selama 15 menit. ambil dan tiriskan daging. buang air bekas rebusan.
2. dalam panci, rebus kembali daging dengan 2 liter air, serai, jahe, lengkuas, daun jeruk, daun salam, dan garam. masak hingga daging benar-benar empuk.
3. ambil dan pisahkan daging. iris daging tipis-tipis. sisihkan.
4. panaskan minyak. tumis bumbu halus hingga harum dan matang. angkat lalu masukkan ke dalam panci rebusan kuah. aduk rata.
5. masukkan gula lalu biarkan kuah mendidih kembali. koreksi rasanya. matikan api.
6. tata soun, tauge, irisan daging, seledri, dan daun bawang. siram dengan kuah. beri taburan bawang goreng.
7. siap disajikan bersama bahan pelengkap lainnya.","['hasil', 'porsi', 'daging', 'sapi', 'gram', 'serai', 'memar', 'batang', 'jahe', 'memar', 'lengkuas', 'daun', 'lembar', 'daun', 'jeruk', 'lembar', 'garam', 'sdm', 'gula', 'pasir', 'sdt', 'minyak', 'tum', 'sdm', 'air', 'rebus', 'liter', 'bumbu', 'halus', 'bawang', 'putih', 'siung', 'bawang', 'merah', 'butir', 'kemiri', 'sangrai', 'butir', 'kunyit', 'bakar', 'merica', 'sdt', 'ketumbar', 'sdt', 'jinten', 'sdt', 'lengkap', 'soun', 'seduh', 'tiris', 'tauge', 'seduh', 'tiris', 'seledri', 'iris', 'tipis', 'daun', 'bawang', 'iris', 'tipis', 'tomat', 'iris', 'bawang', 'goreng', 'jeruk', 'nipis', 'sambal', 'rawit', 'rebus', 'kecap']"
849,"soto padang, masakan",75,127,5.9,6.6,11,0.7,2.0,298,94,1.5,0,0,0,0,12,0,204,0.22,0,0.00,0,100,"daging, unggas",olahan,196,"hasil: 5 orang
1 ekor ayam kampung potong 12
air utk merebus ayam
bumbu halus :
50 gr kemiri
20 gr kunyit
5 bawang putih
7 bawang merah
1 sdt ketumbar
sedikit minyak
tumis
40 gr lengkuas iris tipis lebar
25 gr jahe iris tipis lebar
3 cengkeh
buat koya
5 kerupuk udang
5 bawang putih goreng
masako jamur","1. didihkan air lalu rebus ayam sampe agak empuk
2. tumis bumbu sampe harum masukan bumbu halus sampe menguning, lalu masukan ke air rebus ayam lalu beri bumbu (totole, garam, gula, lada)
3. setelah ayam empuk, angkat lalu goreng sebentar lalu di suwir, lalu blender koya nya
4. siapkan tauge, telur rebus,kol,tomat, jeruk nipis, sambel,bihun, ayam suwir tadi.. soto madura siap di hidangkan 🥳","['hasil', 'ekor', 'ayam', 'kampung', 'potong', 'air', 'rebus', 'ayam', 'bumbu', 'halus', 'gr', 'kemiri', 'gr', 'kunyit', 'bawang', 'putih', 'bawang', 'merah', 'sdt', 'ketumbar', 'minyak', 'tumis', 'gr', 'lengkuas', 'iris', 'tipis', 'lebar', 'gr', 'jahe', 'iris', 'tipis', 'lebar', 'cengkeh', 'koya', 'kerupuk', 'udang', 'bawang', 'putih', 'goreng', 'masako', 'jamur']"
850,"soto pekalongan,
masakan",83.8,94,3,6.8,5.1,0.3,1.3,322,79,2.0,0,0,0,0,14,0,119,0.29,0,0.00,0,100,"daging, unggas",olahan,197,"hasil: 4 porsi
daging sapi - 400 gram
daun bawang, iris - 2 batang
seledri, ikat - 1 batang
kaldu bubuk - 1 sdt
garam - 1/2 sdt
air, untuk merebus - 2 liter
minyak goreng - secukupnya
bumbu halus:
bawang putih - 3 siung
bawang merah - 8 butir
jahe - 2 cm
lengkuas - 4 cm
garam - 1 sdt
rempah:
serai, memarkan - 1 batang
daun salam - 4 lembar
daun jeruk, buang tulang daun - 3 lembar
bunga lawang - 3 butir
kapulaga - 4 butir
cengkeh - 8 butir
kayu manis - 2 cm
merica bubuk - 1/2 sdt
pala bubuk - 1/4 sdt
jinten bubuk - 1/4 sdt
pelengkap:
soun, seduh lalu tiriskan - secukupnya
tomat, belah 4 - secukupnya
perkedel kentang - secukupnya
bawang merah goreng - secukupnya
kerupuk pink - secukupnya
sambal rawit rebus - secukupnya
jeruk nipis - secukupnya","1. dalam panci, rebus daging sapi dengan sedikit air sampai mendidih dan keluar busa kotorannya. ambil dan buang kotoran yang mengapung. matikan api lalu buang air bekas rebusannya. tiriskan daging lalu cuci kembali hingga bersih. sisihkan.
2. dalam panci, rebus 2 liter air baru. masukkan daging, daun bawang, dan seledri. masak hingga daging empuk. angkat daging dan tiriskan. sementara itu, terus lanjutkan merebus kuah. sisihkan.
3. panaskan sedikit minyak tumis bumbu halus dan bahan rempah hingga harum. matikan api.
4. tuang tumisan bumbu ke dalam panci rebusan. bumbui dengan kaldu bubuk dan garam. masak kuah hingga mendidih lalu koreksi rasanya. matikan api. sisihkan.
5. ambil daging, lalu potong jadi dadu kecil atau iris tipis. goreng daging dalam minyak panas sampai kering. angkat dan tiriskan. sisihkan.
6. tata soun, tomat, daging goreng, dan perkedel kentang dalam mangkok saji. siram dengan kuah. taburi dengan bawang goreng dan beri kerupuk pink.
7. siap disajikan dengan sambal dan irisan jeruk nipis.","['hasil', 'porsi', 'daging', 'sapi', 'gram', 'daun', 'bawang', 'iris', 'batang', 'seledri', 'ikat', 'batang', 'kaldu', 'bubuk', 'sdt', 'garam', 'sdt', 'air', 'rebus', 'liter', 'minyak', 'goreng', 'bumbu', 'halus', 'bawang', 'putih', 'siung', 'bawang', 'merah', 'butir', 'jahe', 'lengkuas', 'garam', 'sdt', 'rempah', 'serai', 'memar', 'batang', 'daun', 'lembar', 'daun', 'jeruk', 'buang', 'tulang', 'daun', 'lembar', 'bunga', 'lawang', 'butir', 'kapulaga', 'butir', 'cengkeh', 'butir', 'kayu', 'manis', 'merica', 'bubuk', 'sdt', 'pala', 'bubuk', 'sdt', 'jinten', 'bubuk', 'sdt', 'lengkap', 'soun', 'seduh', 'tiris', 'tomat', 'belah', 'perkedel', 'kentang', 'bawang', 'merah', 'goreng', 'kerupuk', 'pink', 'sambal', 'rawit', 'rebus', 'jeruk', 'nipis']"
851,"soto pemalang,
masakan",86,75,3.6,5.2,3.5,0.0,1.7,170,80,2.1,0,0,0,0,16,0,30,0.13,0,0.00,0,100,"daging, unggas",olahan,198,"hasil: 4 porsi
1/4 kg daging sapi
3 lembar daun salam
2 lenbar daun jeruk
1 buah sereh (memarkan)
sedikit jahe (memarkan)
bumbu halus:
5 siung bawang merah
2 siung bawang putih
2 buah cabai merah besar (hilangkan bijinya lalu rebus sebentar)
2 buah kemiri
1/2 sdt merica bubuk
1/2 sdm garam
1/2 sdt kaldu bubuk
1 1/2 sdm tauco
1 sdm gula merah
3 sdm kecap manis
bahan pelengkap penyajian:
mie so'un
daun bawang
tauge
bawang goreng","1. potong daging sesuai selera lalu rebus dengan air banyak. lalu masukkan daun salam, daun jeruk, sereh, jahe, cabe merah
2. haluskan cabe merah, bamer baput, kemiri, garam, merica, kaldu bubuk, tauco
3. tumis bumbu halus dengan sedikit minyak
4. setelah bumbu berubah warna masukkan ke panci perebus daging, lalu tambahkan kecap manis dan gula jawa
5. sambil menunggu air menyusut, bisa siapkan bahan pelengkap
6. tes rasa dan siap disajikan","['hasil', 'porsi', 'kg', 'daging', 'sapi', 'lembar', 'daun', 'lenbar', 'daun', 'jeruk', 'buah', 'sereh', 'memar', 'jahe', 'memar', 'bumbu', 'halus', 'siung', 'bawang', 'merah', 'siung', 'bawang', 'putih', 'buah', 'cabai', 'merah', 'hilang', 'biji', 'rebus', 'sebentar', 'buah', 'kemiri', 'sdt', 'merica', 'bubuk', 'sdm', 'garam', 'sdt', 'kaldu', 'bubuk', 'sdm', 'tauco', 'sdm', 'gula', 'merah', 'sdm', 'kecap', 'manis', 'bahan', 'lengkap', 'saji', 'mie', 'soun', 'daun', 'bawang', 'tauge', 'bawang', 'goreng']"
852,"soto sukaraja,
masakan",75.9,80,3.2,3.5,9,0.3,1.1,347,77,2.3,0,0,0,0,12,0,89,0.04,0,0.00,0,100,"daging, unggas",olahan,199,"hasil: 4 porsi
500 gram daging sapi/kerbau
1,5 liter air
bumbu yang dihaluskan/ditumis:
1 sdm ketumbar
1 sdt lada
8 siung bawang merah
6 siung bawang putih
3 butir kemiri
2 ruas kunyit
2 ruas jahe
2 buah kluwek ambil isinya
50 gram serundeng(kelapa sangrai)
bahan pelengkap
2 buah sere memarkan
2 lembar daun salam
2 lembar daun jeruk
1 bks tauco
1 sdt gula pasir
1 sdm gula merah
1 sdm garam
1 sdt penyedap rasa
1 bks royco sapi
secukupnya bawang goreng
secukupnya daun bawang iris
secukupmnya minyak untuk menumis","1. potong tipis daging dan cuci bersih lalu rebus hingga empuk. ulek bumbu yang akan ditumis.
2. siapkan minyak untuk menumis dan tumis bumbu hingga harum dan beri tauco, salam, sere dan daun jeruk. bila bumbu sudah harum masukkan pada rebusan daging. aduk rata dan beri garam, gula, royco dan penyedap rasa. icip rasa dan bila kurang gurih beri 1 sdt garam.
3. masak hingga mendidih dan kecilkan api, lalu penyajiannya ambil daging dan potong dadu. siapkan mangkung beri nasi dan potongan daging kemudian siram dengan kuah soto. beri taburan daun bawang dan bawang goreng. bila suka pedas bisa tambah sambal.","['hasil', 'porsi', 'gram', 'daging', 'sapikerbau', 'liter', 'air', 'bumbu', 'dihaluskanditumis', 'sdm', 'ketumbar', 'sdt', 'lada', 'siung', 'bawang', 'merah', 'siung', 'bawang', 'putih', 'butir', 'kemiri', 'ruas', 'kunyit', 'ruas', 'jahe', 'buah', 'kluwek', 'ambil', 'isi', 'gram', 'serundengkelapa', 'sangrai', 'bahan', 'lengkap', 'buah', 'sere', 'memar', 'lembar', 'daun', 'lembar', 'daun', 'jeruk', 'bks', 'tauco', 'sdt', 'gula', 'pasir', 'sdm', 'gula', 'merah', 'sdm', 'garam', 'sdt', 'sedap', 'bks', 'royco', 'sapi', 'bawang', 'goreng', 'daun', 'bawang', 'iris', 'secukupmnya', 'minyak', 'tum']"
853,"soto sulung, masakan",88.1,86,2.3,8.5,0,0.0,1.1,200,120,2.9,0,0,0,0,20,0,105,0.08,0,0.00,0,100,"daging, unggas",olahan,200,"hasil: 6 porsi
daging sapi - 600 gram
air - 2 liter
garam - 2 sdt
gula - 1 sdt
kaldu sapi bubuk - 1/2 sdt
merica bubuk - 1/2 sdt
serai, memarkan - 2 batang
daun jeruk - 3 lembar
lengkuas, memarkan - 2 cm
jahe, memarkan - 2 cm
minyak goreng - 3 sdm
bumbu halus:
bawang merah - 8 butir
bawang putih - 6 siung
kemiri - 3 butir
kunyit - 2 cm
pelengkap:
soun, seduh air panas, tiriskan - 100 gram
tauge, seduh air panas, tiriskan - 100 gram
daun bawang, rajang kasar - 1 batang
seledri, rajang halus - 2 batang
jeruk nipis, potong potong - 1 buah
kedelai goreng - secukupnya
bawang merah goreng - secukupnya
kerupuk kanji merah - secukupnya
sambal kacang - secukupnya
sambal kacang:
kacang tanah, goreng - 50 gram
cabai rawit, goreng - 5 buah
bawang merah, goreng - 3 butir
bawang putih, goreng - 1 siung
garam - 1/2 sdt
gula merah, sisir - 1 sdm
air asam jawa - 1 sdm
air panas - 120 ml
","1. sambal kacang: haluskan kacang tanah, cabe, bawang merah, dan bawang putih yang sudah digoreng, beri garam, gula merah, air asam jawa, lalu seduh dengan air panas, aduk sampai rata. sisihkan sambal.
2. soto: didihkan air, masak daging dengan sampai matang dan empuk, kemudian angkat dagingnya, potong-potong, sisihkan. sisakan kaldunya 1,5 liter.
3. panaskan minyak, tumis bumbu halus, salam, serai, lengkuas, daun jeruk, dan jahe sampai wangi. masukkan ke dalam kuah kaldu rebusan daging. bumbui dengan garam, merica, gula pasir, dan kaldu sapi bubuk. aduk rata dan masak sampai mendidih, koreksi rasanya.
4. masukkan daging yang sudah direbus empuk dan dipotong-potong, masak sebentar, kemudian angkat.
5. siapkan mangkuk saji, tata ketupat, soun, dan tauge. siram dengan kuah soto panas beserta potongan dagingnya. taburi dengan bawang merah goreng, daun bawang, seledri, dan kedelai goreng, sajikan selagi panas dengan kerupuk merah dan sambal kacang sesuai selera.","['hasil', 'porsi', 'daging', 'sapi', 'gram', 'air', 'liter', 'garam', 'sdt', 'gula', 'sdt', 'kaldu', 'sapi', 'bubuk', 'sdt', 'merica', 'bubuk', 'sdt', 'serai', 'memar', 'batang', 'daun', 'jeruk', 'lembar', 'lengkuas', 'memar', 'jahe', 'memar', 'minyak', 'goreng', 'sdm', 'bumbu', 'halus', 'bawang', 'merah', 'butir', 'bawang', 'putih', 'siung', 'kemiri', 'butir', 'kunyit', 'lengkap', 'soun', 'seduh', 'air', 'panas', 'tiris', 'gram', 'tauge', 'seduh', 'air', 'panas', 'tiris', 'gram', 'daun', 'bawang', 'rajang', 'kasar', 'batang', 'seledri', 'rajang', 'halus', 'batang', 'jeruk', 'nipis', 'potong', 'potong', 'buah', 'kedelai', 'goreng', 'bawang', 'merah', 'goreng', 'kerupuk', 'kanji', 'merah', 'sambal', 'kacang', 'sambal', 'kacang', 'kacang', 'tanah', 'goreng', 'gram', 'cabai', 'rawit', 'goreng', 'buah', 'bawang', 'merah', 'goreng', 'butir', 'bawang', 'putih', 'goreng', 'siung', 'garam', 'sdt', 'gula', 'merah', 'sisir', 'sdm', 'air', 'asam', 'jawa', 'sdm', 'air', 'panas', 'ml']"
854,"sukiyaki, masakan",81,75,5.6,0.4,12.2,0.2,0.8,109,59,0.5,426,0,0,0,41,0,1200,0.37,0,0,0,100,"daging, unggas",olahan,201,"hasil: 5 porsi
daging sapi bagian sandung lamur - 200 gram
jeroan sapi (hati, paru, babat, usus) - 200 gram
serai, memarkan - 2 batang
lengkuas, memarkan - 3 cm
daun salam - 2 lembar
daun jeruk - 4 lembar
kapulaga - 3 butir
kembang lawang - 2 buah
kayu manis - 4 cm
cengkeh - 4 butir
gula pasir - 2 sdt
garam - 2 sdm
air - 1,5 liter
minyak goreng, untuk menumis - 3 sdm
bumbu halus:
bawang putih - 3 siung
bawang merah - 6 butir
kemiri, sangrai - 3 butir
kunyit, bakar - 2 cm
jahe - 2 cm
merica - 1/2 sdt
pelengkap:
telur asin, belah 2 - 2 butir
bawang goreng - 2 sdm
kerupuk udang - secukupnya
jeruk nipis - secukupnya
kecap manis - secukupnya
sambal cabai rawit - secukupnya
","1. dalam panci presto, rebus semua daging dan jeroan selama 20 menit hingga setengah empuk. angkat dan cuci bersih daging. buang airnya.
2. rebus daging kembali (menggunakan panci biasa) dengan air baru (1,5 liter) bersama kapulaga, kembang lawang, kayu manis, dan cengkeh. sisihkan.
3. panaskan minyak. tumis bumbu halus bersama serai, lengkuas, daun salam, dan daun jeruk hingga harum. angkat dan masukkan ke dalam rebusan daging. aduk rata.
4. biarkan daging masak hingga empuk. matikan api.
5. angkat dan iris daging beserta jeroan jadi kecil / tipis.
6. tata daging dan jeroan dalam mangkok saji. tuang kuah soto dan beri taburan bawang goreng.
7. siap disajikan bersama bahan pelengkap lainnya.","['hasil', 'porsi', 'daging', 'sapi', 'sandung', 'lamur', 'gram', 'jeroan', 'sapi', 'hati', 'paru', 'babat', 'usus', 'gram', 'serai', 'memar', 'batang', 'lengkuas', 'memar', 'daun', 'lembar', 'daun', 'jeruk', 'lembar', 'kapulaga', 'butir', 'kembang', 'lawang', 'buah', 'kayu', 'manis', 'cengkeh', 'butir', 'gula', 'pasir', 'sdt', 'garam', 'sdm', 'air', 'liter', 'minyak', 'goreng', 'tum', 'sdm', 'bumbu', 'halus', 'bawang', 'putih', 'siung', 'bawang', 'merah', 'butir', 'kemiri', 'sangrai', 'butir', 'kunyit', 'bakar', 'jahe', 'merica', 'sdt', 'lengkap', 'telur', 'asin', 'belah', 'butir', 'bawang', 'goreng', 'sdm', 'kerupuk', 'udang', 'jeruk', 'nipis', 'kecap', 'manis', 'sambal', 'cabai', 'rawit']"
855,"tedong pallu basa,
masakan",81.7,83,10.4,3.4,2.8,0,1.7,10,139,2.6,397,34.0,0.60,1.3,0,0,0,0.09,0.53,9.00,0,100,"daging, unggas",olahan,,"hasil: 4-6 porsi
500 gram sliced beef
5 buah shitake / white mushroom
1 buah bombay
1 sdt garam
1 sdt black pepper tumbuk
sauces :
50 ml teriyaki sauce
50 ml kikkoman soy
2 sdm madu / mirin/ muljeot
2 sdm sesame oil","1. sukiyaki slice, enak dimakan sama apa saja, kapan saja, lauk utama atau reramein banchan.. yumm..
2. campurkan semua bahan saus. potong tipis bombay dan jamur.. yang ini selain shitake juga extra white mushroom
3. masukkan sliced beef persenagian (1/4-1/3 dr paket) ke dalam wadah marinasi.. beri taburan garam, black pepper persebagian pula.. topped diatasnya irisan jamur, bombay atau paprika.. susun lagi sisanya sampai selesai.. marinate dan maaukkan ke kulkas hingga akan dimasak
4. grill di atas pas hingga berubah warna, pindahkan ke wadah, jangan sampai over cook.. masak sebanyak yg diperlukan..
5. bila sausnya marinasinya masih ada, panaskan dan siram diatasnya..","['hasil', 'porsi', 'gram', 'sliced', 'beef', 'buah', 'shitake', 'white', 'mushroom', 'buah', 'bombay', 'sdt', 'garam', 'sdt', 'black', 'pepper', 'tumbuk', 'sauces', 'ml', 'teriyaki', 'sauce', 'ml', 'kikkoman', 'soy', 'sdm', 'madu', 'mirin', 'muljeot', 'sdm', 'sesame', 'oil']"
856,"tikus rica, masakan",54.9,257,18.8,18.5,3.8,0,4.0,232,293,6.5,1724,308.0,0.50,2.3,674,0,0,0.28,0.38,0,0,100,"daging, unggas",olahan,,,,[]
