nama_makanan,air,energi,protein,lemak,karbo,serat,abu,kalsium,fosfor,besi,natrium,kalium,tembaga,seng,retinol,b_kar,kar_total,thiamin,riboflavin,niasin,vit_c,bdd,kategori,jenis_bahan,id_resep
"Cempedak, segar",67.0,116,3.0,0.4,28.6,3.4,1.0,20,30,1.5,25,243.7,,,,79,200.0,0.00,,0.5,15,30,buah,tunggal,
"Duku, segar",82.0,63,1.0,0.2,16.1,4.3,0.7,18,9,0.9,2,149.0,0.1,0.2,,0,0.0,0.05,0.15,1.5,9,64,buah,tunggal,
"Durian, segar",65.0,134,2.5,3.0,28.0,3.5,8.0,7,44,1.3,1,601.0,0.1,0.3,,146,175.0,0.10,0.19,136.5,53,22,buah,tunggal,
"Duwet, segar",80.2,80,0.5,0.6,18.2,0.9,0.5,33,138,1.3,16,92.7,191.3,0.3,0,329,0.0,0.02,0.01,2.5,"13
0",67,buah,tunggal,
"Embacang, segar",72.5,98,1.4,0.2,25.4,1.9,0.5,21,15,0.5,3,250.9,0.1,0.1,,2533,1218.0,0.03,0.09,0.7,56,65,buah,tunggal,
"Encung asam, segar",73.0,122,3.5,4.5,17.5,9.3,1.5,63,69,3.2,,,,,0,,2357.0,0.02,,,0,98,buah,tunggal,
"Erbis, segar",80.0,70,0.6,0.0,18.9,7.7,0.5,11,50,1.1,21,257.1,0.1,0.1,,549,10.0,0.00,0.10,1.1,16,33,buah,tunggal,
Gandaria masak,80.8,68,0.7,0.1,18.0,2.2,0.4,9,20,1.0,3,129.0,,,,329,1020.0,0.03,0.07,0.7,"11
1",70,buah,tunggal,
"Gatep, segar",52.7,191,4.5,1.5,39.7,13.4,1.6,186,69,3.2,17,403.3,0.7,1.3,,51,,0.05,0.20,1.8,,100,buah,tunggal,
"Jambu air, segar",87.0,46,0.6,0.2,11.8,2.1,0.8,8,9,1.1,11,321.2,,0.1,,92,,0.02,0.38,4.6,5,90,buah,tunggal,
Jambu biji,86.0,49,0.9,0.3,12.2,2.4,0.6,14,28,1.1,10,52.8,0.0,0.3,,27,25.0,0.02,0.03,0.8,87,82,buah,tunggal,
"Jambu bj putih tdk
brbj",82.8,61,0.9,0.3,15.4,4.5,0.6,31,41,0.2,20,103.0,0.0,0.5,,53,18.0,1.02,0.06,1.3,"11
6",82,buah,tunggal,
"Jambu bol, segar",87.1,49,2.3,0.2,9.6,3.5,0.8,8,8,0.3,1,14.0,0.0,0.0,,92,,0.13,0.01,0.5,22,67,buah,tunggal,
"Jambu monyet, segar",82.6,64,0.7,0.6,15.8,1.2,0.3,4,13,0.5,12,107.8,,,,1604,25.0,0.02,0.00,2.0,"19
7",90,buah,tunggal,
"Jeruk bali, segar",86.3,48,0.6,0.2,12.4,0.8,0.5,23,27,0.5,21,366.1,171.3,0.1,,33,20.0,0.04,0.00,0.4,43,62,buah,tunggal,
"Jeruk banjar, segar",84.5,61,0.8,0.2,14.1,5.4,0.4,9,13,0.2,3,79.0,0.1,0.1,,9,,0.12,0.03,0.3,31,72,buah,tunggal,
Jeruk garut-keprok,87.3,44,0.8,0.3,10.9,1.6,0.7,33,23,0.4,5,518.1,169.3,0.2,,0,420.0,0.07,0.03,0.2,31,71,buah,tunggal,
"Jeruk Kalamansi, segar",90.2,39,0.3,0.3,8.9,2.3,0.4,42,85,0.5,3,82.0,0.3,0.1,,1,0.3,0.02,0.10,0.0,30,100,buah,tunggal,
"Jeruk manis, segar",87.2,45,0.9,0.2,11.2,1.4,0.5,33,23,0.4,4,472.1,160.0,0.2,,0,190.0,0.08,0.03,0.2,49,72,buah,tunggal,
"Jeruk nipis, segar",88.9,44,0.5,0.2,10.0,0.4,0.4,18,22,0.2,3,108.9,0.1,0.1,,23,4.0,0.01,0.03,0.2,20,76,buah,tunggal,
"Jeruk ragi, segar",87.6,49,0.7,0.2,11.1,0.5,0.4,36,67,0.7,4,457.3,155.0,0.2,,0,68.0,0.03,0.03,0.2,30,59,buah,tunggal,
"Kawista, segar",71.8,120,3.5,2.5,20.8,4.6,1.4,190,230,1.6,9,1015.6,308.4,0.4,,99,,0.07,0.07,0.4,3,72,buah,tunggal,
"Kedondong masak,
segar",88.0,46,1.0,0.1,10.3,2.6,0.6,15,22,2.8,2,216.2,0.0,0.1,,164,233.0,0.08,0.23,0.3,30,58,buah,tunggal,
"Kedondong, segar",87.8,47,0.5,0.2,10.4,2.7,0.6,7,58,0.8,2,0.0,,0.2,,167,,0.07,0.04,0.4,32,58,buah,tunggal,
"Kelapa hutan, kering",6.0,623,2.0,"52.
1",36.5,15.3,3.4,120.0,280.0,3.8,100.0,460.0,1.7,1.9,,,,,,0.2,,,buah,tunggal,
"Kelapa muda, daging,
segar",83.3,68,1.0,0.9,14.0,0.0,0.8,7.0,30.0,1.0,17.9,564.6,0.1,0.3,0.0,0.0,,0.06,0.02,0.6,4,53,buah,tunggal,
"Kemang, segar",86.5,48,1.0,0.2,11.9,1.7,0.4,10,24,0.1,2,88.6,0.0,0.1,,318,6.0,0.08,0.01,0.3,58,65,buah,tunggal,
"Kesemek, segar",78.2,78,0.8,0.4,20.0,0.6,0.6,6,26,0.3,0,34.5,0.1,0.1,,109,2710.0,0.05,0.00,0.1,11,97,buah,tunggal,
"Kokosan, segar",85.0,86,1.6,0.2,13.0,1.4,0.2,22,38,1.3,2,118.3,0.1,0.2,,0,20.0,0.04,0.04,1.5,3,64,buah,tunggal,
"Kranji, segar",20.1,315,2.1,1.4,73.5,3.6,2.9,160,120,3.7,,,,,,,,0.02,,,,31,buah,tunggal,
"Langsat, segar",84.1,56,0.9,0.2,14.3,1.4,0.5,17,24,1.1,1,232.0,0.1,0.2,,,0.0,0.07,0.00,0.8,9,64,buah,tunggal,
"Lemon, segar",92.2,34,0.5,0.8,6.2,0.1,0.3,23,20,0.3,31,140.0,0.1,0.2,,0,,0.09,0.12,0.3,50,100,buah,tunggal,
"Lontar, segar",93.0,27,0.4,0.2,6.0,1.6,0.4,91,243,0.5,,,,,,,,0.03,,,,79,buah,tunggal,
"Mangga, segar",86.6,52,0.7,0.0,12.3,1.6,0.2,20,16,1.0,3,140.0,0.3,0.0,,316,,0.03,0.01,0.3,12,65,buah,tunggal,
"Mangga benggala,
segar",84.4,63,2.4,0.4,12.4,5.8,0.4,9,13,0.2,3,79.0,0.1,0.1,,10,,0.18,0.01,0.4,43,65,buah,tunggal,
"Mangga gedung, segar",87.4,44,0.7,0.2,11.2,1.6,0.5,13,10,0.2,2,83.6,0.0,0.1,,113,16400.0,0.08,0.01,0.3,30,65,buah,tunggal,
"Mangga golek, segar",82.2,63,0.5,0.2,16.7,2.3,0.4,14,10,0.7,3,118.1,0.1,0.1,,160,3715.0,0.08,0.02,0.4,65,65,buah,tunggal,
"Mangga harumanis,
segar",86.6,46,0.4,0.2,11.9,1.7,0.8,15,9,0.2,2,88.9,0.0,0.1,,120,1200.0,0.08,0.01,0.3,6,65,buah,tunggal,
"Mangga indramayu,
segar",80.2,72,0.8,0.2,18.7,2.5,0.1,13,10,1.9,3,131.4,0.1,0.1,,178,2900.0,0.06,0.02,0.5,16,65,buah,tunggal,
"Mangga kopek, segar",84.5,56,0.4,0.2,14.6,2.0,0.3,16,10,1.7,2,102.9,0.0,0.1,,139,6520.0,0.03,0.01,0.4,27,65,buah,tunggal,
"Mangga kwini, segar",78.6,86,0.7,0.5,19.8,6.5,0.4,11,11,0.2,1,16.0,0.1,0.1,,932,,0.15,0.02,0.5,18,65,buah,tunggal,
"Mangga manalagi,
segar",66.5,133,1.0,0.1,32.1,11.8,0.3,20,23,1.0,70,161.0,0.0,0.0,0,4,,0.07,0.00,0.6,61,65,buah,tunggal,
"Mangga muda, segar",83.7,59,0.5,0.4,15.1,,0.3,12,11,0.4,2,108.2,0.1,0.1,,146,85.0,0.06,0.02,0.4,2,73,buah,tunggal,
"Manggis, segar",83.0,63,0.6,0.6,15.6,1.5,0.2,8,12,0.8,10,61.9,0.1,0.1,,0,0.0,0.03,0.03,0.3,5,29,buah,tunggal,
"Markisa, segar",64.7,144,3.5,1.2,29.8,11.4,0.8,27,203,1.4,37,453.8,0.1,0.1,0,969,691.0,0.02,0.17,2.0,10,48,buah,tunggal,
"Matoa, segar",76.5,90,1.2,0.1,21.1,0.5,1.1,20,40,0.6,10,190.0,0.3,0.6,,2,,0.18,0.09,0.5,54,40,buah,tunggal,
"Melon, segar",90.8,37,0.6,0.4,7.8,1.0,0.5,12,14,0.4,27,167.0,0.3,0.1,,1,0.0,0.02,0.10,0.0,0,58.1,buah,tunggal,
"Menteng, segar",79.0,65,1.7,0.3,16.1,,2.9,13,20,0.8,,,,,,,0.0,0.00,,,,64,buah,tunggal,
"Nanas palembang,
segar",85.5,58,0.7,0.2,13.3,1.6,0.3,29,15,0.6,7,117.0,0.0,0.1,,17,,0.26,0.03,0.2,11,53,buah,tunggal,
"Nanas, segar",88.9,40,0.6,0.3,9.9,0.6,0.3,22,14,0.9,18,111.0,0.0,0.1,0,17,90.0,0.02,0.04,0.2,22,53,buah,tunggal,
"Nangka masak pohon,
segar",70.0,106,1.2,0.3,27.6,3.7,2.7,20,19,0.9,2,407.0,246.6,1.4,,149,330.0,0.07,0.10,1.0,7,28,buah,tunggal,
"Pala, daging, segar",88.1,42,0.3,0.2,10.9,0.5,0.5,32,24,1.5,,,,,,,29.0,,,,22,30,buah,tunggal,
"Pepaya, segar",86.7,46,0.5,12.0,12.2,1.6,0.6,23,12,1.7,4,221.0,0.0,0.3,,1038,365.0,0.04,0.06,0.4,78,75,buah,tunggal,
"Pisang ambon, segar",72.9,108,1.0,0.8,24.3,1.9,1.0,20,30,0.2,10,0.0,0.2,0.2,,37,,0.05,0.11,0.1,9,75,buah,tunggal,
"Pisang angleng (pisang
ampyang), segar",80.3,68,1.3,0.2,17.2,0.8,1.0,10,26,0.6,23,215.7,0.0,0.0,,9,76.0,0.08,0.05,2.5,6,75,buah,tunggal,
"Pisang ayam, segar",71.2,120,1.1,0.2,26.8,4.1,0.7,20,61,0.4,6,392.0,0.1,0.3,,24,,0.10,0.02,1.0,26,75,buah,tunggal,
"Pisang gapi, segar",66.3,131,1.6,0.1,31.1,11.7,1.0,58,40,0.3,6,392.0,0.1,0.3,,13,,0.18,0.02,0.3,13,75,buah,tunggal,
"Pisang goroho, segar",69.4,119,1.5,0.2,27.9,4.6,1.0,2,30,0.2,36,359.0,0.1,0.3,,11,,0.15,0.02,1.1,10,75,buah,tunggal,
"Pisang hijau, segar",68.9,121,1.0,0.1,28.9,0.4,1.1,9,37,0.9,31,529.4,0.3,0.6,,48,1000.0,0.13,0.06,0.0,13,72,buah,tunggal,
"Pisang kayu, segar",74.4,100,1.4,0.5,23.6,2.6,0.6,15,0,0.1,1,493.0,0.1,0.3,,3,,0.10,0.00,0.6,11,75,buah,tunggal,
"Pisang kepok, segar",71.9,109,0.8,0.5,26.3,5.7,1.0,10,30,0.5,10,300.0,0.1,0.2,,0,,0.10,0.00,0.1,9,75,buah,tunggal,
"Pisang ketip, segar",63.4,145,1.1,0.3,34.5,6.6,0.7,5,54,0.1,4,726.0,0.2,0.5,,3,,0.13,0.02,0.8,95,75,buah,tunggal,
"Pisang kidang, segar",75.4,96,1.0,0.2,22.5,0.6,0.9,87,173,0.6,6,418.8,0.2,0.5,,38,58.0,0.04,0.10,0.9,2,70,buah,tunggal,
"Pisang lampung, segar",72.1,99,1.3,0.2,25.6,4.3,0.8,10,19,0.9,28,475.0,0.3,0.5,,43,618.0,0.07,0.12,1.0,4,75,buah,tunggal,
"Pisang mas bali
ampenan, segar",76.8,92,1.4,0.2,21.0,3.7,0.5,7,29,1.2,32,272.0,0.2,0.4,,14,,0.09,0.03,0.6,11,75,buah,tunggal,
"Pisang mas bali
kopang, segar",64.2,127,1.4,0.2,31.8,3.7,2.4,10,0,0.1,43,616.0,0.1,0.4,,21,,0.21,0.05,0.9,17,75,buah,tunggal,
"Pisang mas, segar",64.2,127,1.4,0.2,33.6,1.4,0.6,7,25,0.8,42,392.0,195.8,0.5,,17,79.0,0.09,0.08,4.5,2,85,buah,tunggal,
"Pisang raja sereh,
segar",69.3,108,1.3,0.3,28.2,0.7,1.0,16,38,0.1,31,522.6,0.3,0.6,,48,480.0,0.02,0.08,1.1,2,86,buah,tunggal,
"Pisang raja, segar",65.8,120,1.2,0.2,31.8,5.3,1.0,10,22,0.8,35,582.2,0.3,0.7,,53,950.0,0.06,0.14,1.2,10,70,buah,tunggal,
"Pisang rotan, segar",76.1,98,1.3,1.2,20.5,1.0,0.9,17,51,1.1,24,406.9,0.2,0.5,,37,697.0,0.01,0.10,0.9,2,56,buah,tunggal,
"Pisang talas, segar",71.0,113,1.2,0.2,26.7,4.4,0.9,22,22,0.6,29,48.0,0.3,0.1,,159,,0.12,0.03,1.0,9,75,buah,tunggal,
Pisang tujuh bulan,75.9,94,0.6,0.2,22.5,3.7,0.8,50,20,0.2,0,4.0,0.1,0.4,0,72,,0.03,0.03,0.3,6,75,buah,tunggal,
"Pisang ua, segar",67.8,128,0.8,0.5,30.2,8.1,0.7,12,28,0.7,33,382.0,0.2,0.3,,5,,0.09,0.01,1.2,4,75,buah,tunggal,
"Pisang uli, segar",61.8,134,1.1,0.5,35.5,1.4,1.1,31,53,0.9,39,650.3,0.3,0.7,,59,113.0,0.11,0.16,1.4,3,77,buah,tunggal,
"Purut, segar",81.1,76,4.1,1.1,15.2,1.7,1.4,30,76,0.6,10,285.2,,,,27,93.0,0.01,0.11,0.0,0,34,buah,tunggal,
"Rambutan binjai,
segar",81.0,76,0.5,0.2,18.0,3.8,0.3,15,22,1.2,22,120.0,0.2,0.2,,0,,0.19,0.01,0.4,13,40,buah,tunggal,
"Rambutan, segar",80.5,69,0.9,0.1,18.1,0.8,0.4,16,16,0.5,16,104.2,0.2,0.1,,0,0.0,0.00,0.07,0.5,58,40,buah,tunggal,
"Salak bali, segar",85.1,57,0.5,0.1,13.6,1.3,0.7,94,25,2.1,,,0.1,0.2,0,3,37.0,0.00,,,0,93,buah,tunggal,
"Salak medan, segar",78.1,55,0.4,0.2,12.8,3.2,8.5,6,46,0.5,39,113.0,0.2,0.3,0,4,,0.04,0.03,,58,93,buah,tunggal,
"Salak pondoh, segar",77.9,87,0.8,0.4,20.1,0.0,0.8,38,31,3.9,,,0.1,0.2,0,,40.0,0.00,0.12,0.1,8,59,buah,tunggal,
"Salak, segar",78.0,77,0.4,,20.9,,0.7,28,18,4.2,,,0.1,0.2,,4,0.0,0.04,,,2,93,buah,tunggal,
"Sawo duren, segar",87.3,64,1.0,3.1,8.0,0.8,0.6,18,45,0.8,13,111.4,0.0,0.1,0,0,0.0,0.01,0.02,0.1,1,64,buah,tunggal,
"Sawo kecik, segar",73.8,111,0.9,2.3,21.6,1.0,1.4,20,185,0.7,28,117.8,0.0,0.1,0,119,12.0,0.00,0.04,1.5,19,83,buah,tunggal,
"Sawo Manila, segar",75.5,92,0.5,1.1,22.4,9.5,0.5,25,12,1.0,26,110.2,0.0,0.1,0,111,60.0,0.01,0.04,1.4,21,79,buah,tunggal,
"Semangka, segar",92.1,28,0.5,0.2,6.9,0.4,0.3,7,12,0.2,7,93.8,0.0,0.1,,315,590.0,0.05,0.05,0.3,6,46,buah,tunggal,
"Sirsak, segar",81.7,65,1.0,0.3,16.3,3.2,0.7,14,27,0.6,2,298.9,0.1,1.0,,8,10.0,0.07,0.08,0.7,20,68,buah,tunggal,
"Sowa, segar",87.7,48,1.6,0.6,9.1,45.0,10.0,50,40,0.3,9,0.0,0.1,1.5,0,364,,0.15,0.23,0.2,4,,buah,tunggal,
"Srikaya, segar",83.4,63,1.1,0.5,13.9,2.1,1.1,127,30,2.7,,,,,0,,31.0,0.08,,,28,48,buah,tunggal,
"Sukun muda, segar",69.4,119,1.4,0.2,28.1,1.4,1.0,24,44,1.4,24,414.4,0.1,0.1,,28,4896.0,0.17,0.17,3.7,52,84,buah,tunggal,
"Sukun tua, segar",67.8,126,1.6,0.2,24.5,1.5,1.0,37,47,1.6,25,436.0,0.1,0.1,,30,2000.0,0.18,0.17,3.9,58,88,buah,tunggal,
"Vigus, segar",88.0,44,2.4,0.1,8.3,,1.2,30,20,0.3,2,180.0,0.1,0.2,,,,0.26,0.01,,43,,buah,tunggal,
"Wani, segar",81.2,74,0.8,0.3,17.1,3.1,0.6,66,29,1.2,,,,,,,32.0,0.08,,,80,77,buah,tunggal,
Barongko,66.7,159,3.1,5.8,23.5,,0.7,35,65,1.2,46,78.0,0.3,0.6,,,,,,,,100,buah,olahan,156
Dodol nanas,16.1,338,1.5,1.2,80.3,,0.9,,,,,,,,,,,0.30,,,8,100,buah,olahan,157
Getuk pisang,63.7,144,1.1,0.4,34.1,0.4,0.7,48,32,1.0,,,,,,,1240.0,0.55,,,0,100,buah,olahan,158
Keripik lampung,5.0,485,1.7,"22.
2",69.7,0.6,1.5,43,65,0.8,,,,,,,1464.0,0.34,,,0,100,buah,olahan,
Ledre pisang,3.6,405,4.8,5.1,84.9,0.4,1.6,59,124,2.6,,,,,,4,7330.0,0.41,,,0,100,buah,olahan,
Lempog durian,25.2,320,3.5,5.7,63.7,4.9,1.9,190,93,2.5,,,,,,,,0.05,0.04,,,100,buah,olahan,
Loka anjoro,63.3,163,1.1,4.3,30.0,,1.3,,,,,,,,,,,,,,,100,buah,olahan,
Rica-rica taipa,86.7,49,1.6,0.3,10.0,,1.4,11,48,3.0,426,42.0,0.5,0.5,,13,,0.18,,,15,100,buah,olahan,
Rujak aceh,78.7,82,0.4,0.3,19.7,2.4,0.9,,,,,,,,,10,,0.22,0.03,,42,100,buah,olahan,159
Sale kesemek,25.0,296,1.1,0.6,71.4,,1.8,,,,,,,,,,,,,,3,100,buah,olahan,
Sale pisang siam,28.9,281,2.4,0.7,66.1,1.0,2.0,41,64,1.2,,,,,,,272.0,0.10,,,0,100,buah,olahan,
"Sale pisang, cilacap",27.1,295,2.3,2.1,66.9,1.3,1.7,47,97,2.8,,,,,,,296.0,0.14,,,,100,buah,olahan,
Sanggara belanda,47.1,242,6.4,7.1,38.2,,1.2,,,,,,,,,,,,,,,100,buah,olahan,160
Tepung Pisang,13.8,338,2.9,0.4,80.6,5.3,2.1,23,62,4.0,18,734.0,0.1,0.5,,13,1,0.02,0.02,1.0,2,100,buah,olahan,
Tepung Sukun,10.1,353,2.9,0.5,84.4,3.7,2.1,100,85,4.6,9,2008.0,0.1,0.6,,0,0,0.40,0.02,0.1,3,100,buah,olahan,
"Anak sapi, daging,
gemuk, segar",62.0,184,18.8,14.0,0.0,0.0,5.2,10,200,2.2,118,490.1,0.17,3.3,12,37,,0.13,0.17,7.0,,100,"daging, unggas",tunggal,
"Anak sapi, daging,
kurus, segar",69.0,174,19.6,10.0,0.0,0.0,1.4,11,201,2.9,96,399.8,0.14,2.7,6,30,,0.08,0.14,5.7,0,100,"daging, unggas",tunggal,
"Anak sapi, daging,
sedang, segar",68.0,190,19.1,12.0,0.0,0.0,0.9,11,193,2.9,99,412.7,0.14,2.8,12,83,,0.14,0.15,5.9,0,100,"daging, unggas",tunggal,
"Angsa, daging, segar",51.1,349,16.4,31.5,0.0,0.0,1.0,15,188,1.8,71,299.2,0.26,1.7,273,0,,0.10,0.24,7.11,0,60,"daging, unggas",tunggal,
"Ayam, daging, segar",55.9,298,18.2,25.0,0.0,0.0,0.9,14,200,1.5,109,385.9,0.11,0.6,245,0,,0.08,0.14,10.4,0,58,"daging, unggas",tunggal,
"Ayam, dideh/darah,
segar",82.0,75,13.8,1.9,0.7,0.0,1.6,15,9,1.3,337,234.0,,,15,,,0.02,,0.6,0,100,"daging, unggas",tunggal,
"Ayam, hati, segar",53.4,261,27.4,16.1,1.6,0.0,1.5,118,373,15.8,1068,22.9,0.84,0.0,4957,169,28000,0.64,4.38,4.11,0,100,"daging, unggas",tunggal,
"Babi, daging,
gemuk,segar",42.0,453,11.9,45.0,0.0,0.0,1.1,7,117,1.8,112,819.3,0.22,0.4,0,0,,0.58,0.59,5.9,0,100,"daging, unggas",tunggal,
"Babi, daging, kurus,
segar",50.0,371,14.1,35.0,0.0,0.0,0.9,8,151,2.1,97,706.3,0.19,0.4,0,0,,0.67,0.33,5.4,0,100,"daging, unggas",tunggal,
"Babi, ginjal, segar",77.1,110,16.3,4.6,0.8,0.0,1.2,11,246,8.0,139,390.0,0.71,3.2,39,10,,0.58,1.59,9.1,13,100,"daging, unggas",tunggal,
"Babi, hati, segar",72.3,129,19.7,4.8,1.7,0.0,1.5,10,362,18.0,110,447.0,0.58,0.1,4303,6,,0.40,1.16,5.7,23,100,"daging, unggas",tunggal,
"Bebek (itik), daging,
segar",54.3,321,16.0,28.6,0.0,0.0,1.1,15,188,1.8,54,199.0,0.21,1.2,273,0,,0.10,0.28,4.3,0,60,"daging, unggas",tunggal,
"Bebek alabio, daging,
segar",57.0,303,11.3,27.0,3.7,0.0,1.0,20,293,4.8,50,260.0,0.70,2.0,,0,,0.36,0.04,4.1,,100,"daging, unggas",tunggal,
"Belibis, daging, segar",71.3,131,20.2,4.3,2.8,0.0,1.4,8,192,9.6,46,104.0,1.20,1.6,,0,,0.37,0.08,2.7,,100,"daging, unggas",tunggal,
"Burung, sarang, segar",24.8,281,37.5,0.3,32.1,,5.3,485,18,3.0,,,,,0,,,,,,0,100,"daging, unggas",tunggal,
"Domba, daging,
gemuk, segar",55.8,317,15.7,27.7,0.0,0.0,0.8,9,157,2.4,64,242.1,0.11,3.7,0,0,,0.14,0.23,6.5,0,100,"daging, unggas",tunggal,
"Domba, daging, kurus,
segar",66.3,202,17.1,14.8,0.0,0.0,1.8,10,191,2.6,90,355.0,0.08,2.8,0,0,,0.15,0.26,5.7,0,100,"daging, unggas",tunggal,
"Domba, ginjal, segar",77.8,100,16.6,3.3,1.0,0.0,1.3,13,237,9.2,155,276.0,0.48,2.4,348,515,,0.51,2.35,7.5,13,100,"daging, unggas",tunggal,
"Kambing, daging,
segar",70.3,149,16.6,9.2,0.0,0.0,3.9,11,124,1.0,96,268.7,0.31,4.9,0,0,,0.09,0.23,5.0,0,100,"daging, unggas",tunggal,
"Kelinci, daging, segar",74.3,142,16.9,7.8,0.0,0.0,1.0,7,350,1.0,49,371.1,,,0,0,0,0.11,0.11,6.8,,100,"daging, unggas",tunggal,
"Kerbau, daging, segar",80.0,79,18.7,0.5,0.0,0.0,0.8,14,221,3.3,91,273.0,0.13,1.6,,,,0.06,0.17,5.0,0,100,"daging, unggas",tunggal,
"Kuda, daging, segar",76.0,113,18.1,4.1,0.9,0.0,0.9,10,150,2.7,46,315.7,0.13,2.5,0,,,0.07,0.07,3.0,0,100,"daging, unggas",tunggal,
"Sapi, babat, segar",76.7,108,17.6,4.2,0.0,0.0,1.5,12,144,1.0,147,101.4,0.11,2.2,0,49,,0.15,0.17,1.7,0,100,"daging, unggas",tunggal,
"Sapi, daging, gemuk,
segar",60.0,273,17.5,22.0,0.0,0.0,0.5,10,150,2.6,93,267.0,0.17,6.4,12,0,,0.08,0.18,7.3,0,100,"daging, unggas",tunggal,
"Sapi, daging, kurus,
segar",69.0,174,19.6,10.0,0.0,0.0,1.4,11,181,2.9,83,489.0,0.07,4.9,6,181,,0.07,0.51,1.2,0,100,"daging, unggas",tunggal,
"Sapi, daging, lemak
sedang, segar",66.0,201,18.8,14.0,0.0,0.0,1.2,11,170,2.8,105,378.0,4.58,5.2,9,198,,0.08,0.56,1.3,0,100,"daging, unggas",tunggal,
"Sapi, daleman, segar",70.1,183,12.0,14.4,1.4,0.0,2.1,43,319,1.8,277,160.0,0.10,0.8,,104,,0.31,0.22,8.4,,100,"daging, unggas",tunggal,
"Sapi, dideh/darah",75.6,98,21.9,1.1,0.0,0.0,1.4,7,24,1.3,150,170.0,,0.2,15,214,,0.01,0.03,0.9,0,100,"daging, unggas",tunggal,
"Sapi, ginjal, segar",74.9,137,15.0,8.1,0.9,0.0,1.1,9,221,7.9,200,230.2,,,348,583,,0.37,1.22,6.1,13,100,"daging, unggas",tunggal,
"Sapi, keleponan, segar",83.8,84,10.5,4.6,0.2,0.0,0.9,20,13,2.1,73,318.0,0.20,1.7,857,34,,0.10,0.14,0.30,,100,"daging, unggas",tunggal,
"Sapi, liver, segar",69.7,132,19.7,3.2,6.0,0.0,1.4,7,358,6.6,110,213.0,0.51,2.3,13303,355,,0.26,1.52,11.4,31,100,"daging, unggas",tunggal,
"Sapi, otak, segar",78.9,123,10.4,8.6,0.8,0.0,1.3,16,330,3.6,112,243.8,0.26,0.9,0,0,,0.23,0.19,3.9,18,100,"daging, unggas",tunggal,
"Sapi, usus, segar",76.7,126,14.0,7.2,1.5,0.0,0.6,14,115,4.0,,,,,61,0,,0.08,0.33,0.2,0,100,"daging, unggas",tunggal,
Ulat sagu segar,65.9,241,5.8,21.6,5.8,2.8,0.9,20,70,0.5,210,210.0,1.00,7.7,,0,,0.17,1.45,0.10,,100,"daging, unggas",tunggal,
"Ayam, ampela, goreng",4.8,270,32.3,11.2,9.9,0.0,1.8,129,314,4.9,980,,0.12,3.3,56,,0,0.21,,4.72,0,100,"daging, unggas",olahan,
"Ayam, usus, goreng",4.6,473,45.2,26.3,13.9,0.0,10.1,1407,458,8.4,,,,,6,,224,0.57,,0.00,,100,"daging, unggas",olahan,
"Bebek, daging, goreng",48.8,300,24.0,20.7,4.5,0.0,2.0,170,170,4.1,34,6.0,0.40,3.0,,0,,0.10,0.40,10.6,,100,"daging, unggas",olahan,
"Buaya, daging,
dendeng, mentah",12.3,365,49.6,4.8,30.8,,2.5,60,130,4.3,500,680.0,0.20,11.6,,0,,,,0.20,,100,"daging, unggas",olahan,
Ham,42.0,384,16.9,35.0,0.3,0.0,5.8,10,136,2.5,112,819.3,0.11,0.4,0,,,0.70,0.95,9.7,0,100,"daging, unggas",olahan,
"Itik alabio, daging,
dendeng, mentah",12.7,496,30.3,33.5,18.4,,5.1,135,370,12.5,1081,478.0,0.70,0.3,,0,,,,,,100,"daging, unggas",olahan,
Kerupuk urat,3.6,588,53.7,40.9,1.2,,0.6,36,15,1.3,1024,37.0,0.10,0.2,2802,,,,,,,100,"daging, unggas",olahan,
"Menjangan, daging,
dendeng, mentah",14.3,322,55.8,2.0,22.7,,5.3,55,310,2.1,765,1282.0,1.70,3.2,3391,26,,,,,,100,"daging, unggas",olahan,
"Punai, daging, goreng",54.5,224,26.2,11.3,4.4,,3.6,362,362,3.1,2,19.0,0.30,1.6,,,,,,,,100,"daging, unggas",olahan,
"Rusa, daging,
dendeng, mentah",18.3,536,40.5,41.5,0.0,,2.5,90,420,13.4,130,690.0,0.30,10.7,285,,,,,0.20,,100,"daging, unggas",olahan,
"Sapi, abon",7.1,212,18.0,10.6,59.3,7.5,4.7,150,209,12.3,,,,,0,240,138,0.17,,,0,100,"daging, unggas",olahan,
"Sapi, abon, asli",24.8,358,14.6,16.1,38.6,2.5,5.8,165,136,14.6,,,,,3,194,144,0.13,,,0,100,"daging, unggas",olahan,
"Sapi, daging, asap",60.0,182,32.0,6.0,0.0,0.0,2.0,15,300,5.0,1620,485.4,0.03,5.1,6,,,0.12,0.23,5.9,0,100,"daging, unggas",olahan,
"Sapi, daging, dendeng,
mentah",25.0,301,55.0,9.0,0.0,,11.0,30,370,5.1,,,,,0,,,0.10,,,0,100,"daging, unggas",olahan,
"Sapi, daging, kornet",53.0,289,16.0,25.0,0.0,0.0,6.0,10,170,4.0,794,94.4,0.07,4.0,0,52,,0.01,0.16,2.7,0,100,"daging, unggas",olahan,
"Sapi, daging, sosis
(Worst)",37.6,448,14.5,42.3,2.3,,3.3,28,61,1.1,765,284.5,0.06,1.7,0,,,0.10,0.18,4.9,0,100,"daging, unggas",olahan,
